,test,trial,flow_size,ruleset,cpu_bw,suricata_bytes,suricata_packets,suricata_dropped,suricata_drops,eve_kernel_drops,eve_kernel_packets,eve_avg_pkt_size,eve_bytes,cpu_percent_mean,mem_percent_mean
29,9,0,small,small,0.1,20799200.0,38120.0,908929.0,0.9579941050829825,9368310.0,9743658.0,550.0,207928308.0,14.307144933268962,24.802589416503906
30,0,0,big,small,0.1,1920215.5,4120.0,177086.5,0.9568881203901332,8937180.0,9283334.0,317.0,110217969.0,14.661576869024737,26.41765594482422
31,1,0,big,small,0.1,3348319.0,10283.0,47862.0,0.9688663967611336,8624219.0,8980350.0,317.0,113711301.0,15.07219122858792,26.350364685058594
32,2,0,big,small,0.1,856430.0,3520.0,62374.0,0.9739241771282243,9662056.0,10070066.0,311.0,127983053.0,15.731086711079485,26.972007751464844
33,3,0,big,small,0.1,651952.5,1200.0,38772.0,0.9861383116717959,8780506.0,9148476.0,322.0,119201728.0,14.594176233196311,26.297264099121094
34,4,0,big,small,0.1,8780708.0,24653.0,416653.0,0.9540091450500184,9159474.0,9536527.0,314.0,118498381.0,15.392478173255075,26.988067626953125
35,5,0,big,small,0.1,714127.0,2960.0,62682.5,0.9613511751850006,9421119.0,9831502.0,314.0,129527558.0,15.097356736919835,27.072677612304688
36,6,0,big,small,0.1,1453942.0,2880.0,180871.0,0.9799641326549963,9546775.0,9915569.0,314.0,116447044.0,15.722277922664478,26.337051391601562
37,7,0,big,small,0.1,853765.5,2040.0,113777.0,0.9837790632322551,9773549.0,10160811.0,313.0,122229630.0,14.352787092072422,26.677093505859375
38,8,0,big,small,0.1,10463433.5,34000.0,887579.0,0.9633388577934503,9471695.0,9853093.0,321.0,123341972.0,15.380041475895059,26.710357666015625
39,9,0,big,small,0.1,9949604.0,33200.0,789698.5,0.9563605911353912,8513925.0,8875408.0,307.0,111118406.0,15.168190419350207,26.084671020507812
40,0,0,small,empty,0.1,,,,,,,,,1.7196747029755373,4.386138916015625
41,1,0,small,empty,0.1,,,,,,,,,1.9616921280815365,4.390296936035156
42,2,0,small,empty,0.1,,,,,,,,,1.7958849843025988,4.3759918212890625
43,3,0,small,empty,0.1,,,,,,,,,2.2109832309776927,4.36798095703125
44,4,0,small,empty,0.1,,,,,,,,,1.6636327756146545,4.371757507324219
45,5,0,small,empty,0.1,,,,,,,,,1.84346658621158,4.374961853027344
46,6,0,small,empty,0.1,,,,,,,,,1.7606453898748888,4.4170379638671875
47,7,0,small,empty,0.1,,,,,,,,,1.966112732486799,4.397315979003906
48,8,0,small,empty,0.1,,,,,,,,,1.9377588438632798,4.4081878662109375
49,9,0,small,empty,0.1,,,,,,,,,1.9224996382820714,4.3686676025390625
50,0,0,big,empty,0.1,,,,,,,,,1.7892764357422517,4.4066619873046875
51,1,0,big,empty,0.1,,,,,,,,,1.9752365571656725,4.383964538574219
52,2,0,big,empty,0.1,,,,,,,,,1.7908615889507948,4.3843841552734375
53,3,0,big,empty,0.1,,,,,,,,,1.8057538406729865,4.382781982421875
54,4,0,big,empty,0.1,,,,,,,,,1.8198555063447024,4.4049835205078125
55,5,0,big,empty,0.1,,,,,,,,,1.9008037172349055,4.390602111816406
56,6,0,big,empty,0.1,,,,,,,,,1.762851485870112,4.4010162353515625
57,7,0,big,empty,0.1,,,,,,,,,1.9702971210766225,4.390525817871094
58,8,0,big,empty,0.1,,,,,,,,,1.9723845398274666,4.3939971923828125
59,9,0,big,empty,0.1,,,,,,,,,1.755918365765319,4.3891143798828125
60,0,0,small,big,0.2,23585681.0,42800.0,931097.0,0.9570817700570489,9303768.0,9720839.0,554.0,232380071.0,31.141643375599386,49.051856994628906
61,1,0,small,big,0.2,22828054.0,41160.0,952124.0,0.9584652058015832,9459768.0,9867056.0,557.0,227969399.0,31.15541322407561,49.101409912109375
62,2,0,small,big,0.2,23395892.5,41600.0,917216.0,0.9618012591700886,9129809.0,9549134.0,559.0,235340776.0,29.355259807997147,48.899192810058594
63,3,0,small,big,0.2,23693644.0,42480.0,944848.0,0.9598992197659297,9450633.0,9863982.0,554.0,230266401.0,29.86728686844407,48.890113830566406
64,4,0,small,big,0.2,23058762.5,41080.0,857198.5,0.9533919324127131,8597210.0,9012555.0,559.0,232390331.0,30.268737476786924,49.05223846435547
65,5,0,small,big,0.2,23470966.0,41680.0,847908.5,0.951941417849705,8571247.0,8989880.0,555.0,233605436.0,29.04116398477736,49.01802062988281
66,6,0,small,big,0.2,23623255.0,42280.0,856955.0,0.9506712179991369,8710498.0,9131932.0,555.0,234169708.0,30.137852844069226,49.00684356689453
67,7,0,small,big,0.2,23326771.5,41720.0,866673.0,0.9527821125993337,8649338.0,9063041.0,556.0,230732603.0,30.56067024895902,49.041709899902344
68,8,0,small,big,0.2,23550152.0,42400.0,912300.0,0.9542697373169362,9136405.0,9551268.0,554.0,231226435.0,29.644388708777576,49.12361145019531
69,9,0,small,big,0.2,24281957.0,43200.0,954189.0,0.9578821144924256,9574820.0,9996810.0,558.0,236302366.0,30.728079997869123,48.96812438964844
70,0,0,big,big,0.2,14402315.0,46240.0,948791.5,0.9519577113479433,9390973.0,9851232.0,314.0,144140591.0,30.418751342920338,51.5692138671875
71,1,0,big,big,0.2,13360942.5,43520.0,901869.0,0.9538570719949402,9289582.0,9749298.0,309.0,143138645.0,29.52286136175768,51.299591064453125
72,2,0,big,big,0.2,14095464.0,45720.0,851485.5,0.948050617746496,7979910.0,8411093.0,316.0,136252911.0,27.836484929316974,51.33784901012074
73,3,0,big,big,0.2,13785026.0,42520.0,890767.0,0.9553905738025803,8739643.0,9163056.0,318.0,134539501.0,29.600610533566687,51.24031066894531
74,4,0,big,big,0.2,14881227.0,46960.0,849970.0,0.9476034819525334,8327775.0,8785514.0,315.0,144006563.0,31.244751444108005,51.425437927246094
75,5,0,big,big,0.2,13675199.0,45680.0,949042.5,0.9538815410577861,9604256.0,10068817.0,308.0,142877584.0,30.06682618322385,51.08551025390625
76,6,0,big,big,0.2,13298416.0,43120.0,829644.0,0.943440897631402,8461350.0,8913557.0,313.0,142293912.0,28.681818203240056,51.26564025878906
77,7,0,big,big,0.2,13604267.0,43440.0,804090.5,0.9444526989925209,8200520.0,8660829.0,315.0,145808536.0,30.043958382378662,51.413002014160156
78,8,0,big,big,0.2,13877589.0,45040.0,945705.0,0.9541087902242956,9260684.0,9700416.0,313.0,137261346.0,30.47954330309462,51.0052490234375
79,9,0,big,big,0.2,14465105.0,46080.0,817287.0,0.9464949136525348,8349869.0,8836132.0,311.0,151286010.0,29.40464453136379,51.04850769042969
80,0,0,small,small,0.2,66737388.0,118520.0,863548.5,0.8790747176633704,8655623.0,9822594.0,561.0,655608408.0,29.511874145424343,25.78338623046875
81,1,0,small,small,0.2,66916234.5,118720.0,842167.0,0.8757293264356462,8489570.0,9674842.0,559.0,664603448.0,29.911673424188166,25.561180114746094
82,2,0,small,small,0.2,66075622.0,118120.0,841073.0,0.8775858363053191,8439591.0,9600713.0,558.0,649640992.0,30.07370436065196,25.536460876464844
83,3,0,small,small,0.2,66493243.0,118880.0,762621.5,0.8607694447877567,7652401.0,8830049.0,557.0,657948116.0,31.487879332799213,25.64361572265625
84,4,0,small,small,0.2,64372937.0,117200.0,747376.0,0.8618394879074525,7540306.0,8704096.0,559.0,653009078.0,30.440977165850217,25.780563354492188
85,5,0,small,small,0.2,66071406.5,116520.0,838547.0,0.8806425967681125,8415371.0,9584201.0,562.0,659008652.0,29.59571880080538,25.74390411376953
86,6,0,small,small,0.2,65150750.0,116560.0,855431.0,0.876022791742704,8456574.0,9636626.0,561.0,664421579.0,30.74366148197111,25.800628662109375
87,7,0,small,small,0.2,64970969.0,118880.0,749372.0,0.8692553518504555,7461454.0,8622706.0,559.0,651760456.0,31.48892073061112,25.684890747070312
88,8,0,small,small,0.2,65639699.5,119680.0,739860.0,0.8606575970313327,7497445.0,8673254.0,551.0,650299211.0,31.484683054682847,25.631561279296875
89,9,0,small,small,0.2,63182116.0,114560.0,749265.0,0.8663485397535307,7448850.0,8591360.0,563.0,645487719.0,31.431565257916457,25.710601806640625
90,0,0,big,small,0.2,34385110.5,109520.0,730192.0,0.8545119532927216,7478390.0,8668479.0,326.0,388341097.0,28.562493538261993,30.760536193847656
91,1,0,big,small,0.2,40088390.0,123280.0,828602.0,0.8692124760956655,8400505.0,9659782.0,323.0,406694232.0,30.403119087396863,30.903549194335938
92,2,0,big,small,0.2,41633442.0,127920.0,825800.5,0.8594926103247293,8222507.0,9486700.0,322.0,407467305.0,28.61382265314259,30.91785430908203
93,3,0,big,small,0.2,39597938.0,122640.0,832361.0,0.8676898603541808,8200884.0,9392250.0,327.0,390221505.0,28.50557519940108,30.96363067626953
94,4,0,big,small,0.2,38824539.5,130080.0,808700.0,0.8487757980822516,8246196.0,9551349.0,332.0,435169762.0,28.611936653838605,31.036376953125
95,5,0,big,small,0.2,32467152.5,107920.0,812015.0,0.8603275541297078,8314454.0,9580716.0,327.0,416103557.0,28.577284998601737,30.804367065429688
96,6,0,big,small,0.2,39377980.0,120240.0,765352.0,0.8564576863897049,7314059.0,8501213.0,323.0,383407333.0,28.84829595450838,30.944786071777344
97,7,0,big,small,0.2,41976253.5,130240.0,740622.0,0.8478670012547052,7244942.0,8516290.0,325.0,413848086.0,30.10639376663288,29.65373992919922
98,8,0,big,small,0.2,43538258.0,131520.0,828376.0,0.8692626374133755,8169188.0,9448699.0,326.0,417245568.0,30.493192542334405,30.616188049316406
99,9,0,big,small,0.2,38053691.0,116880.0,840862.0,0.860812183156843,8244255.0,9475557.0,328.0,403537886.0,29.003869821445072,30.9765625
100,0,0,small,empty,0.2,,,,,,,,,0.29230352336270754,4.4284820556640625
101,1,0,small,empty,0.2,,,,,,,,,0.8206698183357078,4.430046081542969
102,2,0,small,empty,0.2,,,,,,,,,0.7660490999249593,4.413604736328125
103,3,0,small,empty,0.2,,,,,,,,,0.3642892694731851,4.41741943359375
104,4,0,small,empty,0.2,,,,,,,,,0.28159296196532374,4.4277191162109375
105,5,0,small,empty,0.2,,,,,,,,,0.4020973438896231,4.4086456298828125
106,6,0,small,empty,0.2,,,,,,,,,0.31398757880487294,4.412841796875
107,7,0,small,empty,0.2,,,,,,,,,0.4086685528069629,4.4216156005859375
108,8,0,small,empty,0.2,,,,,,,,,1.6779936355304534,4.4261932373046875
109,9,0,small,empty,0.2,,,,,,,,,0.48066357019802763,4.416656494140625
110,0,0,big,empty,0.2,,,,,,,,,0.7465100183344096,4.4178009033203125
111,1,0,big,empty,0.2,,,,,,,,,0.2776638030848391,4.4255828857421875
112,2,0,big,empty,0.2,,,,,,,,,0.41597203883490286,4.415130615234375
113,3,0,big,empty,0.2,,,,,,,,,0.6383665265321075,4.43115234375
114,4,0,big,empty,0.2,,,,,,,,,1.1085928857672442,4.412193298339844
115,5,0,big,empty,0.2,,,,,,,,,0.36653992273212477,4.433441162109375
116,6,0,big,empty,0.2,,,,,,,,,2.3083262719884563,4.4203948974609375
117,7,0,big,empty,0.2,,,,,,,,,1.1865712742217613,4.416618347167969
118,8,0,big,empty,0.2,,,,,,,,,1.7681088717402094,4.418182373046875
119,9,0,big,empty,0.2,,,,,,,,,0.4101007709850438,4.4188690185546875
120,0,0,small,big,0.3,40145479.5,71680.0,914708.0,0.9262739192932552,9132810.0,9845448.0,559.0,399301858.0,44.0893272211744,49.238739013671875
121,1,0,small,big,0.3,41302211.5,74720.0,798711.0,0.9139239028944911,7954236.0,8693861.0,555.0,412205952.0,44.89325144708716,49.218902587890625
122,2,0,small,big,0.3,40094310.0,72080.0,922284.5,0.9270616486756255,8654548.0,9322616.0,554.0,370009931.0,46.426961926638704,49.37889099121094
123,3,0,small,big,0.3,41010113.0,73200.0,917614.0,0.926136306290485,9198098.0,9921430.0,560.0,406320821.0,44.25783556127327,49.228973388671875
124,4,0,small,big,0.3,40833602.0,73040.0,896631.0,0.9238066193205527,9035701.0,9754241.0,560.0,403707320.0,45.703774587483586,49.178810119628906
125,5,0,small,big,0.3,39502727.0,71120.0,924455.0,0.9270265717099233,9062170.0,9759758.0,557.0,389663705.0,45.19373577190762,49.306182861328125
126,6,0,small,big,0.3,39196147.0,70400.0,932523.0,0.928987274433506,8721727.0,9375944.0,557.0,363843880.0,44.01562981667467,49.32811737060547
127,7,0,small,big,0.3,40125521.0,72160.0,902831.0,0.9289569862822006,9136690.0,9849907.0,556.0,396704722.0,44.2776695476072,49.18312072753906
128,8,0,small,big,0.3,40598126.0,73320.0,798589.5,0.912690925028872,8075898.0,8809736.0,554.0,407599533.0,46.19464462386677,49.214744567871094
129,9,0,small,big,0.3,40818558.0,74160.0,788896.0,0.9139986514135827,7949444.0,8681704.0,554.0,407118640.0,46.96337788148203,49.25895690917969
130,0,0,big,big,0.3,25581325.0,79920.0,816627.0,0.9114761161195126,7808192.0,8578794.0,315.0,242914697.0,45.569704610541926,53.287506103515625
131,1,0,big,big,0.3,25223720.5,81920.0,811055.0,0.9080989995913272,7928795.0,8724332.0,319.0,253588744.0,43.80568816810457,53.00514221191406
132,2,0,big,big,0.3,25162739.5,79320.0,785744.5,0.9125417150329742,7168007.0,7902064.0,317.0,233021514.0,44.07637847215188,53.27075958251953
133,3,0,big,big,0.3,27234764.0,83040.0,794792.0,0.9040171614849325,7688418.0,8508552.0,318.0,260385029.0,42.26098166106998,52.4884033203125
134,4,0,big,big,0.3,26008948.0,81760.0,794231.0,0.9010699646370505,7750837.0,8555062.0,316.0,254305586.0,42.134163121320675,52.92827606201172
135,5,0,big,big,0.3,26947102.0,84880.0,785378.0,0.9001358722903621,7797699.0,8629229.0,316.0,262596030.0,44.20894594670423,52.37174987792969
136,6,0,big,big,0.3,24315686.0,74640.0,928670.0,0.9255121525355487,8466886.0,9163015.0,317.0,220662074.0,42.80916642775109,52.89451599121094
137,7,0,big,big,0.3,25804465.0,81040.0,815411.0,0.903500490857638,7507586.0,8268510.0,316.0,240125079.0,43.05673082610843,53.07952880859375
138,8,0,big,big,0.3,26514166.0,83280.0,809288.0,0.9086130337886009,7573617.0,8341139.0,318.0,243907686.0,44.40384058992053,53.16314697265625
139,9,0,big,big,0.3,25684418.0,81040.0,822264.0,0.9066215045084977,7841891.0,8612870.0,317.0,244585868.0,46.345111917934695,53.19374084472656
140,0,0,small,small,0.3,111797740.5,194400.0,670751.5,0.7758052250350601,6654542.0,8550277.0,577.0,1093835084.0,44.267417638529125,25.776596069335938
141,1,0,small,small,0.3,102230100.5,177400.0,686638.5,0.7953054590500305,6857117.0,8598213.0,574.0,1004169363.0,44.325150055376,25.881881713867188
142,2,0,small,small,0.3,100614339.5,177280.0,673700.5,0.792699801501622,6751760.0,8531525.0,578.0,1028728047.0,45.262263500396955,25.87249755859375
143,3,0,small,small,0.3,101729110.0,179280.0,690213.0,0.792735955675616,6864569.0,8621989.0,571.0,1004295005.0,44.72025093119849,25.80596923828125
144,4,0,small,small,0.3,102905792.0,178880.0,675429.0,0.7929669178873047,6470020.0,8157094.0,571.0,962614135.0,43.29465427443648,25.78033447265625
145,5,0,small,small,0.3,105565921.0,185680.0,767563.0,0.8049007353095389,7548649.0,9360238.0,568.0,1028354967.0,44.59840089849018,25.92254638671875
146,6,0,small,small,0.3,106494292.0,187560.0,757266.0,0.7994565182965839,7583774.0,9411528.0,568.0,1038452155.0,46.89931808388044,25.92010498046875
147,7,0,small,small,0.3,102376713.0,180480.0,743135.0,0.8013801076005129,7583796.0,9389907.0,567.0,1027942538.0,44.86631558029502,25.79132080078125
148,8,0,small,small,0.3,105256368.0,186440.0,669047.5,0.7822674088910246,6640555.0,8491313.0,573.0,1060099548.0,45.455731648879954,25.934219360351562
149,9,0,small,small,0.3,109114961.5,187280.0,656348.0,0.7731355344233948,6646922.0,8526180.0,575.0,1084603003.0,44.28178855985958,25.811233520507812
150,0,0,big,small,0.3,66998324.0,190880.0,652566.0,0.7740964302046196,6214423.0,8037349.0,353.0,643246261.0,41.381181958790265,30.596923828125
151,1,0,big,small,0.3,65566704.5,188280.0,672119.5,0.7726950305689105,6432314.0,8253937.0,348.0,635268827.0,44.80307156878304,32.502899169921875
152,2,0,big,small,0.3,64157575.0,186320.0,666343.0,0.7637703037117781,6223908.0,8010445.0,348.0,621730607.0,40.55866320228909,32.19323591752486
153,3,0,big,small,0.3,65010034.0,187200.0,635397.0,0.7549079944112308,6418704.0,8360533.0,348.0,676474199.0,43.23567480862545,32.47936248779297
154,4,0,big,small,0.3,70002883.0,197480.0,642044.0,0.7611543857922843,6160005.0,8015674.0,353.0,655811261.0,40.22357854269592,30.920372009277344
155,5,0,big,small,0.3,60800212.0,186400.0,714366.0,0.7876518884863828,7004746.0,8879105.0,347.0,651238388.0,42.10184065754483,32.136573791503906
156,6,0,big,small,0.3,57913220.0,181120.0,659165.0,0.7625685301150739,6176387.0,7942990.0,348.0,615938096.0,45.27349316744014,32.5341796875
157,7,0,big,small,0.3,64146731.0,182320.0,655110.5,0.772775636783578,6121047.0,7904111.0,352.0,627464095.0,44.66515220648364,32.72796630859375
158,8,0,big,small,0.3,67143485.5,195760.0,652524.0,0.7661690958128198,6386594.0,8245275.0,355.0,659943239.0,42.97119460373118,32.34119415283203
159,9,0,big,small,0.3,64178451.0,188480.0,675316.0,0.77579592443952,6308360.0,8106728.0,349.0,627310981.0,45.94558057677251,32.704811096191406
160,0,0,small,empty,0.3,,,,,,,,,0.4342861936954735,4.4189453125
161,1,0,small,empty,0.3,,,,,,,,,0.42790283823098785,4.41192626953125
162,2,0,small,empty,0.3,,,,,,,,,0.36677273697112617,4.409294128417969
163,3,0,small,empty,0.3,,,,,,,,,0.4253255484811224,4.418182373046875
164,4,0,small,empty,0.3,,,,,,,,,0.4180568860437085,4.4219207763671875
165,5,0,small,empty,0.3,,,,,,,,,1.1245995412803007,4.41436767578125
166,6,0,small,empty,0.3,,,,,,,,,0.42300068131519575,4.431190490722656
167,7,0,small,empty,0.3,,,,,,,,,0.4161798324884887,4.4281768798828125
168,8,0,small,empty,0.3,,,,,,,,,0.3786666170956278,4.4216156005859375
169,9,0,small,empty,0.3,,,,,,,,,0.3412544058938932,4.419708251953125
170,0,0,big,empty,0.3,,,,,,,,,0.4217962612676548,4.417266845703125
171,1,0,big,empty,0.3,,,,,,,,,0.42551570476120404,4.4216156005859375
172,2,0,big,empty,0.3,,,,,,,,,0.40206926481214056,4.4223785400390625
173,3,0,big,empty,0.3,,,,,,,,,0.43075298540566986,4.423942565917969
174,4,0,big,empty,0.3,,,,,,,,,0.44251595217523415,4.4223785400390625
175,5,0,big,empty,0.3,,,,,,,,,0.32429147941642933,4.4132232666015625
176,6,0,big,empty,0.3,,,,,,,,,0.412259248534793,4.4219970703125
177,7,0,big,empty,0.3,,,,,,,,,0.4262828790161638,4.420280456542969
178,8,0,big,empty,0.3,,,,,,,,,0.4044287060678883,4.421501159667969
179,9,0,big,empty,0.3,,,,,,,,,0.4204025490946327,4.416084289550781
180,0,0,small,big,0.4,59759959.0,106320.0,775386.0,0.879275973355892,7272903.0,8267347.0,560.0,557072117.0,59.4392058024345,49.382171630859375
181,1,0,small,big,0.4,58709559.0,104640.0,767214.0,0.8791026716350187,7144440.0,8114888.0,561.0,544290548.0,61.527932249691375,49.37999725341797
182,2,0,small,big,0.4,59250104.0,105360.0,764951.0,0.8782536214495902,7221182.0,8196308.0,563.0,548960943.0,59.49491333044936,49.23065185546875
183,3,0,small,big,0.4,59869577.5,107920.0,775348.5,0.8781306150323884,7435644.0,8463547.0,557.0,572520263.0,60.396806584301814,49.33052062988281
184,4,0,small,big,0.4,60475277.5,107640.0,754131.0,0.8766167078066361,7051864.0,8045957.0,559.0,555026755.0,59.56890838954788,49.29481506347656
185,5,0,small,big,0.4,56430468.5,101360.0,873463.0,0.8955214852240385,8685577.0,9689933.0,557.0,561336826.0,60.49434228864054,49.286651611328125
186,6,0,small,big,0.4,58763196.0,104840.0,778215.5,0.8791612322698391,7641640.0,8671195.0,560.0,576875572.0,58.32123926214714,49.349517822265625
187,7,0,small,big,0.4,59969105.0,107040.0,766078.0,0.8770131469889229,7114060.0,8098710.0,561.0,552041377.0,60.987156397849915,49.37397003173828
188,8,0,small,big,0.4,60356096.5,107880.0,767422.5,0.8756717251562248,7062000.0,8045738.0,560.0,550743837.0,61.511270812674546,49.259033203125
189,9,0,small,big,0.4,59288935.0,106240.0,756567.0,0.8769630670704319,7537113.0,8582456.0,561.0,585696118.0,59.983665121388455,49.38682556152344
190,0,0,big,big,0.4,37146300.0,115920.0,738063.0,0.8630044725072349,7077477.0,8190302.0,315.0,350344813.0,56.56296958367343,54.25254821777344
191,1,0,big,big,0.4,36350699.0,118080.0,739033.0,0.8657350570727045,6790900.0,7848214.0,317.0,335177621.0,56.30275739003938,54.23992156982422
192,2,0,big,big,0.4,36653633.0,116880.0,774545.0,0.8703838343883338,7357593.0,8477751.0,317.0,354858405.0,58.91602088488101,54.33002471923828
193,3,0,big,big,0.4,37717303.0,119880.0,747102.0,0.8577845084830998,7325931.0,8494433.0,316.0,369069945.0,57.989549880791785,54.33403015136719
194,4,0,big,big,0.4,33001210.0,105560.0,758208.5,0.8732032564519231,7316887.0,8343911.0,312.0,320047637.0,53.716147040481886,54.23301696777344
195,5,0,big,big,0.4,34380154.5,109360.0,760608.0,0.8737513763507192,7152565.0,8164819.0,316.0,319732956.0,54.12500887890305,53.863677978515625
196,6,0,big,big,0.4,33795413.5,106680.0,763849.0,0.8767498289770301,7256063.0,8271378.0,315.0,320149587.0,56.067836049859636,54.05754089355469
197,7,0,big,big,0.4,34300575.0,107520.0,784877.5,0.8759646880911592,7620497.0,8692650.0,311.0,333859208.0,55.779570578087394,53.73207092285156
198,8,0,big,big,0.4,33834895.0,106160.0,783781.0,0.874691638055477,7604025.0,8644856.0,316.0,329138339.0,61.36177864467676,54.266204833984375
199,9,0,big,big,0.4,35886448.0,109760.0,751243.0,0.8683073252880034,6836149.0,7829458.0,321.0,318598673.0,57.13786691163,54.133338928222656
200,0,0,small,small,0.4,140561675.0,241200.0,602003.0,0.712551858011138,5585921.0,7796998.0,586.0,1295725378.0,59.94198198380345,25.981597900390625
201,1,0,small,small,0.4,142890613.0,243120.0,567579.5,0.6982057702468227,5261499.0,7490036.0,587.0,1307954358.0,58.25634120669673,25.813636779785156
202,2,0,small,small,0.4,143984189.0,247680.0,609420.0,0.7084096179665568,6034467.0,8480592.0,583.0,1426007410.0,60.60414420641049,25.89324951171875
203,3,0,small,small,0.4,142875264.0,245080.0,576799.0,0.7005641688984435,5414531.0,7639018.0,582.0,1295756177.0,59.168401331516165,25.913772583007812
204,4,0,small,small,0.4,145600050.5,247960.0,597178.0,0.7066262854073102,5527860.0,7801541.0,587.0,1334171574.0,60.779652643231294,25.772705078125
205,5,0,small,small,0.4,144771598.5,248360.0,596556.5,0.7053000078621976,5863462.0,8308694.0,586.0,1433513379.0,54.2361753693136,25.598283247514203
206,6,0,small,small,0.4,147751195.0,250720.0,592701.0,0.7024779283395498,5915328.0,8383240.0,591.0,1458095706.0,59.96377719595192,25.932998657226562
207,7,0,small,small,0.4,142818373.0,251200.0,603441.0,0.7054394288596775,5622002.0,7952782.0,575.0,1339795298.0,61.29073769943017,25.857467651367188
208,8,0,small,small,0.4,149281859.0,253920.0,590499.0,0.6949925145472007,5428152.0,7762006.0,587.0,1371228685.0,58.970038896114374,25.7861328125
209,9,0,small,small,0.4,144044888.0,255200.0,592724.5,0.6947686446886447,5804460.0,8305587.0,579.0,1448379250.0,60.63119448692002,25.90484619140625
210,0,0,big,small,0.4,94968468.5,261240.0,579960.0,0.6855695969104685,5637293.0,8132234.0,365.0,911138818.0,60.42419825892065,32.31834411621094
211,1,0,big,small,0.4,85150206.0,253600.0,593080.5,0.694474466597736,5493765.0,7796998.0,361.0,831995132.0,59.41733361387414,33.137969970703125
212,2,0,big,small,0.4,88827511.0,250400.0,582304.0,0.6897097387814857,5658101.0,8141544.0,362.0,899279450.0,57.68155002425006,32.49549865722656
213,3,0,big,small,0.4,89497178.5,251920.0,567862.5,0.683658119472902,5493234.0,7895080.0,359.0,861767623.0,60.50606909393836,33.465576171875
