,blkio_stats__io_merged_recursive,blkio_stats__io_queue_recursive,blkio_stats__io_service_bytes_recursive,blkio_stats__io_service_time_recursive,blkio_stats__io_serviced_recursive,blkio_stats__io_time_recursive,blkio_stats__io_wait_time_recursive,blkio_stats__sectors_recursive,cname,cpu_stats__cpu_usage__percpu_usage,cpu_stats__cpu_usage__total_usage,cpu_stats__cpu_usage__usage_in_kernelmode,cpu_stats__cpu_usage__usage_in_usermode,cpu_stats__online_cpus,cpu_stats__system_cpu_usage,cpu_stats__throttling_data__periods,cpu_stats__throttling_data__throttled_periods,cpu_stats__throttling_data__throttled_time,id,memory_stats__limit,memory_stats__max_usage,memory_stats__stats__active_anon,memory_stats__stats__active_file,memory_stats__stats__cache,memory_stats__stats__dirty,memory_stats__stats__hierarchical_memory_limit,memory_stats__stats__hierarchical_memsw_limit,memory_stats__stats__inactive_anon,memory_stats__stats__inactive_file,memory_stats__stats__mapped_file,memory_stats__stats__pgfault,memory_stats__stats__pgmajfault,memory_stats__stats__pgpgin,memory_stats__stats__pgpgout,memory_stats__stats__rss,memory_stats__stats__rss_huge,memory_stats__stats__total_active_anon,memory_stats__stats__total_active_file,memory_stats__stats__total_cache,memory_stats__stats__total_dirty,memory_stats__stats__total_inactive_anon,memory_stats__stats__total_inactive_file,memory_stats__stats__total_mapped_file,memory_stats__stats__total_pgfault,memory_stats__stats__total_pgmajfault,memory_stats__stats__total_pgpgin,memory_stats__stats__total_pgpgout,memory_stats__stats__total_rss,memory_stats__stats__total_rss_huge,memory_stats__stats__total_unevictable,memory_stats__stats__total_writeback,memory_stats__stats__unevictable,memory_stats__stats__writeback,memory_stats__usage,name,networks__eth0__rx_bytes,networks__eth0__rx_dropped,networks__eth0__rx_errors,networks__eth0__rx_packets,networks__eth0__tx_bytes,networks__eth0__tx_dropped,networks__eth0__tx_errors,networks__eth0__tx_packets,num_procs,pids_stats__current,precpu_stats__cpu_usage__percpu_usage,precpu_stats__cpu_usage__total_usage,precpu_stats__cpu_usage__usage_in_kernelmode,precpu_stats__cpu_usage__usage_in_usermode,precpu_stats__online_cpus,precpu_stats__system_cpu_usage,precpu_stats__throttling_data__periods,precpu_stats__throttling_data__throttled_periods,precpu_stats__throttling_data__throttled_time,preread,read,timestamp
43,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[5260174848, 5254889793, 5256258309, 5990444351, 4030423, 0, 0, 64784, 0, 0, 0, 3046317, 0, 0, 4345705794, 0]",26114614619,3130000000,21660000000,16,30404610170000000,29,25,59982905598,deeb93d59a51216cded18398c2277189a1e9bc689304983ecfd0bb3b1ca1a912,2147483648,166838272,162807808,0,98304,20480,2147483648,0,0,94208,0,57686,0,51844,12071,162811904,0,162807808,0,98304,20480,0,94208,0,57686,0,51844,12071,162811904,0,0,0,0,0,166817792,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,24,"[5259789601, 5253965120, 5252236937, 5985228746, 4030423, 0, 0, 64784, 0, 0, 0, 3046317, 0, 0, 4345705794, 0]",26104067722,3130000000,21650000000,16,30404594150000000,28,25,59982905598,2019-02-19T15:22:50.934626753Z,2019-02-19T15:22:51.936866763Z,23.52690601348877
44,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 110592, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 110592, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 110592, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 110592, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 110592, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 110592, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 3840926, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 3840926, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 3840926, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 37, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 26, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 37, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 37, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 26, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 37, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 5805561, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 115264415, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 115264415, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 115264415, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 216, 'op': ''}]",mn.vnf0.vdu01,"[5381286763, 5294420809, 5318826128, 6205393242, 4030423, 0, 22964, 64784, 448298, 0, 0, 3046317, 0, 0, 4345705794, 584893]",26553830415,3280000000,21930000000,16,30404738320000000,37,25,59982905598,deeb93d59a51216cded18398c2277189a1e9bc689304983ecfd0bb3b1ca1a912,2147483648,169644032,962560,118784,270336,135168,2147483648,0,0,151552,0,91239,0,76482,76181,962560,0,962560,118784,270336,135168,0,151552,0,91239,0,76482,76181,962560,0,0,0,0,0,4833280,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,2,"[5380975850, 5292546538, 5316352469, 6169221772, 4030423, 0, 22964, 64784, 448298, 0, 0, 3046317, 0, 0, 4345705794, 584893]",26513000102,3270000000,21900000000,16,30404722310000000,36,25,59982905598,2019-02-19T15:22:58.94811489Z,2019-02-19T15:22:59.950382819Z,31.539520740509033
45,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[1626538990, 874155353, 844022579, 966196765, 5159, 2084506, 0, 0, 0, 0, 0, 0, 0, 0, 297795359, 0]",4610798711,840000000,3570000000,16,30405025470000000,5,3,5246137818,8c2cefeb6854d145c8d3e24fe55cdd444119da04bcf59e1e15a8ea0011f7ca67,2147483648,233631744,229380096,0,12288,12288,2147483648,0,0,12288,0,73907,0,68083,12057,229470208,0,229380096,0,12288,12288,0,12288,0,73907,0,68083,12057,229470208,0,0,0,0,0,233631744,mn.vnf0.vdu01,586,0,0,7,0,0,0,0,0,24,"[1418436985, 652885072, 629881989, 753179404, 5159, 2084506, 0, 0, 0, 0, 0, 0, 0, 0, 154270093, 0]",3610743208,680000000,2800000000,16,30405009490000000,4,2,2882967018,2019-02-19T15:23:16.96206211Z,2019-02-19T15:23:17.96391155Z,0.0
46,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[3423298492, 2708930816, 2647125113, 2774542166, 563755, 2084506, 0, 0, 0, 31286, 0, 41598, 0, 0, 1054084718, 0]",12610702450,2600000000,8990000000,16,30405152780000000,13,11,24181393182,8c2cefeb6854d145c8d3e24fe55cdd444119da04bcf59e1e15a8ea0011f7ca67,2147483648,265875456,261472256,0,49152,49152,2147483648,0,0,32768,0,81745,0,75928,12057,261566464,0,261472256,0,49152,49152,0,32768,0,81745,0,75928,12057,261566464,0,0,0,0,0,265875456,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[3200568357, 2480155308, 2412310247, 2552186842, 497337, 2084506, 0, 0, 0, 31286, 0, 0, 0, 0, 963179004, 0]",11611012887,2360000000,8380000000,16,30405136910000000,12,10,21869308536,2019-02-19T15:23:24.972734544Z,2019-02-19T15:23:25.974428411Z,8.052266359329224
47,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[5271491002, 4557658316, 4488307401, 4626744867, 1094943, 2084506, 0, 0, 0, 31286, 8225, 96040, 0, 0, 1663179560, 0]",20610696146,4650000000,14000000000,16,30405279830000000,21,19,42516409075,8c2cefeb6854d145c8d3e24fe55cdd444119da04bcf59e1e15a8ea0011f7ca67,2147483648,265875456,261664768,0,65536,20480,2147483648,0,0,49152,0,81779,0,75966,12057,261705728,0,261664768,0,65536,20480,0,49152,0,81779,0,75966,12057,261705728,0,0,0,0,0,265875456,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[5033775973, 4326981875, 4263435886, 4396225286, 1094943, 2084506, 0, 0, 0, 31286, 8225, 96040, 0, 0, 1587991233, 0]",19611725253,4380000000,13410000000,16,30405263960000000,20,18,40207531773,2019-02-19T15:23:32.983569421Z,2019-02-19T15:23:33.985188511Z,16.062675714492798
48,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[7119302900, 6397538568, 6306149431, 6462386923, 1540883, 2084506, 0, 0, 391195, 31286, 8225, 96040, 0, 0, 2322169505, 0]",28611699462,6720000000,19030000000,16,30405407010000000,29,27,60925919181,8c2cefeb6854d145c8d3e24fe55cdd444119da04bcf59e1e15a8ea0011f7ca67,2147483648,266006528,261664768,0,98304,53248,2147483648,0,0,53248,0,81779,0,75974,12057,261705728,0,261664768,0,98304,53248,0,53248,0,81779,0,75974,12057,261705728,0,0,0,0,0,265879552,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,24,"[6890550996, 6167255647, 6079683634, 6235658934, 1395745, 2084506, 0, 0, 391195, 31286, 8225, 96040, 0, 0, 2233633974, 0]",27610790182,6450000000,18420000000,16,30405391090000000,28,26,58604704442,2019-02-19T15:23:40.994252259Z,2019-02-19T15:23:41.995970515Z,24.073683500289917
49,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 106496, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 106496, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 106496, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 106496, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 106496, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 106496, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 4435615, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 4435615, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 4435615, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 36, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 25, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 36, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 36, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 25, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 36, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 5666786, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 118501164, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 118501164, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 118501164, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 208, 'op': ''}]",mn.vnf0.vdu01,"[8055301299, 7366444026, 7131244799, 7305472107, 2045475, 2084506, 0, 0, 400326, 36852, 498601, 152385, 0, 0, 2615713771, 0]",32479394147,7730000000,21540000000,16,30405534810000000,37,31,70054690139,8c2cefeb6854d145c8d3e24fe55cdd444119da04bcf59e1e15a8ea0011f7ca67,2147483648,268546048,958464,118784,270336,135168,2147483648,0,0,151552,0,115345,0,100624,100324,958464,0,958464,118784,270336,135168,0,151552,0,115345,0,100624,100324,958464,0,0,0,0,0,4829184,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,2,"[8055301299, 7366444026, 7131244799, 7305472107, 2045475, 2084506, 0, 0, 400326, 36852, 498601, 152385, 0, 0, 2615713771, 0]",32479394147,7730000000,21540000000,16,30405518790000000,36,31,70054690139,2019-02-19T15:23:49.004807348Z,2019-02-19T15:23:50.006593088Z,32.08418869972229
50,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[709323757, 663559116, 1405262508, 679853948, 133878, 966417, 0, 1555440, 0, 285538, 0, 91205, 4900, 0, 298351965, 0]",3759388672,480000000,3080000000,16,30405806360000000,5,2,3311199519,21da610c03216ec3798cab9a4baea6ad65176f72dba0049442710b4849ebda05,4294967296,166973440,162795520,0,12288,12288,4294967296,0,0,12288,0,57712,0,51875,12101,162902016,0,162795520,0,12288,12288,0,12288,0,57712,0,51875,12101,162902016,0,0,0,0,0,166973440,mn.vnf0.vdu01,516,0,0,6,0,0,0,0,0,24,"[501051204, 465502363, 1193577038, 468741841, 133878, 966417, 0, 1555440, 0, 285538, 0, 91205, 4900, 0, 127410901, 0]",2759320725,340000000,2280000000,16,30405790400000000,4,1,873027560,2019-02-19T15:24:06.016931824Z,2019-02-19T15:24:07.018685763Z,0.0
51,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[2363148136, 2268506870, 3047843257, 2331157344, 2614999, 966417, 0, 1555440, 0, 285538, 0, 99788, 4900, 0, 1743312468, 0]",11759495157,1470000000,9690000000,16,30405934100000000,13,10,22671663012,21da610c03216ec3798cab9a4baea6ad65176f72dba0049442710b4849ebda05,4294967296,167104512,162967552,0,49152,49152,4294967296,0,0,12288,0,57751,0,51922,12101,163057664,0,162967552,0,49152,49152,0,12288,0,57751,0,51922,12101,163057664,0,0,0,0,0,167104512,mn.vnf0.vdu01,586,0,0,7,0,0,0,0,0,24,"[2156686261, 2072799129, 2847483908, 2133330933, 2158730, 966417, 0, 1555440, 0, 285538, 0, 99788, 4900, 0, 1543730673, 0]",10759101717,1360000000,8840000000,16,30405918100000000,12,9,20268098858,2019-02-19T15:24:14.028124428Z,2019-02-19T15:24:15.03006556Z,7.2433741092681885
52,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[3964282190, 3904865016, 4662416692, 3941403881, 3856166, 966417, 0, 1555440, 0, 323023, 0, 145377, 4900, 0, 3279250430, 0]",19759069532,2360000000,16340000000,16,30406061780000000,21,18,42082350982,21da610c03216ec3798cab9a4baea6ad65176f72dba0049442710b4849ebda05,4294967296,167104512,162975744,0,65536,65536,4294967296,0,0,61440,0,57754,0,51929,12101,163069952,0,162975744,0,65536,65536,0,61440,0,57754,0,51929,12101,163069952,0,0,0,0,0,167104512,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[3769180519, 3708345571, 4465551658, 3740408604, 3572112, 966417, 0, 1555440, 0, 323023, 0, 145377, 4900, 0, 3070751755, 0]",18760805376,2240000000,15520000000,16,30406045830000000,20,17,39649834733,2019-02-19T15:24:22.039441611Z,2019-02-19T15:24:23.041972447Z,15.254839181900024
53,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[5191260760, 5133383610, 5891940802, 5162196783, 4182872, 1107886, 0, 1555440, 0, 353950, 0, 162365, 4900, 0, 4419027790, 0]",25805177158,3000000000,21420000000,16,30406189610000000,29,25,59122645176,21da610c03216ec3798cab9a4baea6ad65176f72dba0049442710b4849ebda05,4294967296,167366656,163045376,0,98304,36864,4294967296,0,0,98304,0,57767,0,51950,12101,163123200,0,163045376,0,98304,36864,0,98304,0,57767,0,51950,12101,163123200,0,0,0,0,0,167251968,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[5190772208, 5128367372, 5888114115, 5161304464, 4182872, 1107886, 0, 1555440, 0, 353950, 0, 162365, 4900, 0, 4419027790, 0]",25794953362,3000000000,21420000000,16,30406173600000000,28,25,59122645176,2019-02-19T15:24:30.051256265Z,2019-02-19T15:24:31.053634999Z,23.267096519470215
54,"[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 102400, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 102400, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 102400, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 102400, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 102400, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 102400, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 3629101, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 3629101, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 3629101, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 35, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 24, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 35, 'op': 'Total'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 35, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 11, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 24, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 35, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 6076951, 'op': ''}]","[{'major': 8, 'minor': 0, 'value': 0, 'op': 'Read'}, {'major': 8, 'minor': 0, 'value': 105125285, 'op': 'Write'}, {'major': 8, 'minor': 0, 'value': 0, 'op': 'Sync'}, {'major': 8, 'minor': 0, 'value': 105125285, 'op': 'Async'}, {'major': 8, 'minor': 0, 'value': 105125285, 'op': 'Total'}]","[{'major': 8, 'minor': 0, 'value': 200, 'op': ''}]",mn.vnf0.vdu01,"[5262824946, 5305550908, 5970084232, 5386484591, 4970027, 1107886, 0, 1555440, 0, 353950, 10075, 162365, 9915, 0, 4419027790, 113985]",26352256110,3190000000,21670000000,16,30406317620000000,37,25,59122645176,21da610c03216ec3798cab9a4baea6ad65176f72dba0049442710b4849ebda05,4294967296,170057728,954368,118784,270336,135168,4294967296,0,0,151552,0,91294,0,76574,76275,954368,0,954368,118784,270336,135168,0,151552,0,91294,0,76574,76275,954368,0,0,0,0,0,4907008,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,2,"[5262824946, 5305550908, 5970084232, 5386484591, 4970027, 1107886, 0, 1555440, 0, 353950, 10075, 162365, 9915, 0, 4419027790, 113985]",26352256110,3190000000,21670000000,16,30406301600000000,36,25,59122645176,2019-02-19T15:24:38.064202192Z,2019-02-19T15:24:39.066442Z,31.279174089431763
55,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[1558587130, 856386011, 846495486, 780461190, 387699, 0, 0, 0, 0, 0, 0, 44401, 0, 0, 238967352, 79812]",4281409081,640000000,3360000000,16,30406588760000000,5,3,5068847286,3ee479cdc8efa81d81715463f9459ebf307768a99503ceb769e9ca6000ab0852,4294967296,235012096,230993920,0,12288,12288,4294967296,0,0,12288,0,74255,0,68323,11901,231092224,0,230993920,0,12288,12288,0,12288,0,74255,0,68323,11901,231092224,0,0,0,0,0,235012096,mn.vnf0.vdu01,516,0,0,6,0,0,0,0,0,24,"[1338865117, 631773862, 624587344, 562930189, 177034, 0, 0, 0, 0, 0, 0, 14630, 0, 0, 123179259, 79812]",3281607247,470000000,2660000000,16,30406572860000000,4,2,2625397727,2019-02-19T15:24:55.077966734Z,2019-02-19T15:24:56.079667809Z,0.0
56,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[3371708409, 2674930346, 2660596482, 2601866674, 1021573, 0, 0, 0, 0, 31243, 0, 44401, 0, 0, 971220929, 79812]",12281499869,2540000000,8560000000,16,30406715950000000,13,11,23880693182,3ee479cdc8efa81d81715463f9459ebf307768a99503ceb769e9ca6000ab0852,4294967296,262144000,257966080,0,49152,20480,4294967296,0,0,49152,0,80867,0,74920,11901,258076672,0,257966080,0,49152,20480,0,49152,0,80867,0,74920,11901,258076672,0,0,0,0,0,262144000,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[3137468145, 2442095338, 2429271924, 2372039290, 1021573, 0, 0, 0, 0, 31243, 0, 44401, 0, 0, 900400116, 79812]",11282451842,2280000000,7950000000,16,30406700060000000,12,10,21588578946,2019-02-19T15:25:03.088438963Z,2019-02-19T15:25:04.090294068Z,7.84467625617981
57,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[5215815202, 4510090501, 4501071100, 4438327786, 1826344, 0, 0, 0, 0, 31243, 0, 61601, 0, 0, 1614411078, 79812]",20281714667,4600000000,13730000000,16,30406843230000000,21,19,42290369978,3ee479cdc8efa81d81715463f9459ebf307768a99503ceb769e9ca6000ab0852,4294967296,262406144,258023424,0,65536,20480,4294967296,0,0,49152,0,80876,0,74933,11901,258113536,0,258023424,0,65536,20480,0,49152,0,80876,0,74933,11901,258113536,0,0,0,0,0,262406144,mn.vnf0.vdu01,656,0,0,8,0,0,0,0,0,24,"[4987849476, 4277550825, 4268858125, 4209637392, 1657952, 0, 0, 0, 0, 31243, 0, 61601, 0, 0, 1535766442, 79812]",19281492868,4300000000,13120000000,16,30406827310000000,20,18,39988629579,2019-02-19T15:25:11.099480291Z,2019-02-19T15:25:12.101298911Z,15.855609655380249
58,[],[],[],[],[],[],[],[],mn.vnf0.vdu01,"[7058754608, 6350327152, 6309836008, 6291087756, 2225663, 0, 0, 0, 0, 31243, 0, 113934, 0, 0, 2272385575, 79812]",28284841751,6790000000,18670000000,16,30406970480000000,29,27,60758514400,3ee479cdc8efa81d81715463f9459ebf307768a99503ceb769e9ca6000ab0852,4294967296,262406144,258035712,0,98304,53248,4294967296,0,0,94208,0,80880,0,74945,11901,258129920,0,258035712,0,98304,53248,0,94208,0,80880,0,74945,11901,258129920,0,0,0,0,0,262406144,mn.vnf0.vdu01,726,0,0,9,0,0,0,0,0,24,"[6826188308, 6116281690, 6080205903, 6058122596, 2225663, 0, 0, 0, 0, 31243, 0, 113934, 0, 0, 2198500641, 79812]",27281749790,6440000000,18090000000,16,30406954540000000,28,26,58459643700,2019-02-19T15:25:19.111350537Z,2019-02-19T15:25:20.113155924Z,23.866418838500977
