,metric_vnf0_eth_input_rx_bytes,metric_vnf0_suricata_bytes,metric_vnf0_suricata_dropped,metric_vnf0_suricata_drops,metric_vnf0_suricata_packets,param_vnf0_cmdstart,param_vnf0_cpubw,param_vnf0_cpuset,param_vnf0_memmax,param_agent0_cmdstart,param_repetition,param_exptimelimit
23,9216531726.0,43.75,0.0,0.0,0.625,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,3,30
24,9216531726.0,23124253.0,247182.2,0.8650998086283822,38839.6,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,4,30
25,9216531726.0,23781956.8,261565.6,0.8690337439415464,39638.4,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,5,30
26,9216531726.0,28849470.2,348771.6,0.878374069736693,48583.0,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,6,30
27,9216531726.0,23102343.6,254634.2,0.8687349288251615,38715.2,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,7,30
28,9216531726.0,23070256.6,283168.4,0.8810960165784021,38465.2,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,8,30
29,9216531726.0,22815605.4,250629.8,0.8688564144555524,38075.4,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,9,30
30,10162678385.0,34915202.4,633206.8,0.8792797426509695,86940.0,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,0,30
31,10198193490.0,25990085.3,635907.6,0.8804128684114849,66556.0,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,1,30
32,10121479586.0,25319227.9,628999.2,0.8775220420145253,87808.0,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,2,30
33,9230873962.0,39543400.5,648896.5,0.8666125336967722,99767.75,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,3,30
34,9538425657.0,36029081.6,625864.0,0.8717696423407728,92036.0,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,4,30
35,9544556652.0,34781461.8,632626.8,0.878897354250371,87192.0,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,5,30
36,10160432239.0,26387378.8,633450.6,1.1747221616425063,65898.0,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,6,30
37,10110108667.0,25680983.6,629728.0,0.8765320882500649,88732.0,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,7,30
38,10185109350.0,25826542.200000007,635361.0,1.1754125018731165,66136.0,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,8,30
39,10113667075.0,25892381.5,628668.2,0.8769141883439697,88256.0,./start.sh small_ruleset,0.2,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,9,30
40,9216531726.0,17.5,188.0,0.037098246219876174,0.25,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,0,30
41,9216531726.0,58304548.2,474779.8,0.8309303350429851,96911.4,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,1,30
42,9216531726.0,60494553.8,492571.4,0.8319614012354145,100511.4,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,2,30
43,9216531726.0,107319.66666666669,0.0,0.0,148.54166666666666,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,3,30
44,9216531726.0,26.25,0.0,0.0,0.375,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,4,30
45,9216531726.0,14.0,203.75,0.12001531483772163,0.2,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,5,30
46,9216531726.0,77619.25,0.0,0.0,138.875,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,6,30
47,9216531726.0,77859.75,0.0,0.0,126.375,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,7,30
48,9216531726.0,58931104.2,453808.2,0.823232739182159,97704.4,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,8,30
49,9216531726.0,43.75,347.5,0.13586159710683218,0.625,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,9,30
50,9506547445.0,41312087.0,422497.3,0.802094419551409,104244.0,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,0,30
51,9623070740.0,54618953.8,562557.6,0.8003674057178368,140308.0,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,1,30
52,9045645536.0,55996763.8,557114.8,0.7969671705741961,141932.0,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,2,30
53,9657816243.0,41190000.7,570445.0,0.8043781000802059,104118.0,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,3,30
54,9133115630.0,56273795.2,565996.0,0.8004281047849817,141120.0,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,4,30
55,9362149745.0,55208053.2,561967.8,0.8006074137645122,139916.0,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,5,30
56,9068507094.0,56470984.4,561717.0,0.7976804489710134,142492.0,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,6,30
57,8800452432.0,55546323.4,551548.6,0.7985770798602273,139104.0,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,7,30
58,9661541269.0,56493419.8,568541.4,0.8027946232350395,139692.0,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,8,30
59,9669692193.0,42489498.5,567908.0,0.8014315208356559,106792.0,./start.sh small_ruleset,0.3,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,9,30
60,9216531726.0,92306544.4,506054.4,0.7668906170866079,153860.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,0,30
61,9216531726.0,95312254.4,471353.0,0.7498297045529096,157332.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,1,30
62,9216531726.0,91241002.6,480153.8,0.7586034413133286,152684.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,2,30
63,9216531726.0,78739117.0,398115.6,0.7520975160785006,131472.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,3,30
64,9216531726.0,76673237.0,427951.4,0.7675839738963113,129887.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,4,30
65,9216531726.0,48594764.4,282878.2,0.7530909324218518,80304.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,5,30
66,9216531726.0,96725302.0,499244.4,0.7559214638377045,161224.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,6,30
67,9216531726.0,43.75,0.0,0.0,0.625,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,7,30
68,9216531726.0,26.25,124.25,0.02371975373454875,0.375,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,8,30
69,9216531726.0,92165136.4,463736.0,0.7532564401106099,155175.4,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,9,30
70,8958837809.0,57112041.0,488260.8,0.7211964284395471,143332.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,0,30
71,9156541347.0,76829332.4,499459.6,0.7218179201059965,192472.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,1,30
72,9186341695.0,56773682.8,497373.0,0.9627249964384597,143976.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,2,30
73,9172027635.0,77327907.6,503228.2,0.7231898703907134,192556.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,3,30
74,8959905801.0,56904242.2,372446.9,0.7207227761129449,144312.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,4,30
75,9131520488.0,57336560.9,376484.3000000001,0.7230670306287835,144172.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,5,30
76,9147162284.0,57348578.3,372921.5,0.7197372656887502,145250.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,6,30
77,9278124471.0,57791384.6,374123.8,0.721272582434997,144606.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,7,30
78,9410449995.0,57305213.7,499510.8,0.9657845123222352,142786.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,8,30
79,9212240585.0,56452323.6,372840.6,0.7217900923027958,143668.0,./start.sh small_ruleset,0.4,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,9,30
80,9216531726.0,67603119.0,308584.0,0.7321108709629204,114193.75,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,0,30
81,9216531726.0,73184804.375,308056.0,0.723985473569052,121442.875,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,1,30
82,9216531726.0,61910472.75,268413.625,0.7227940198832319,103790.5,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,2,30
83,9216531726.0,59321946.75,274263.125,0.7369195482906065,100021.75,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,3,30
84,9216531726.0,80016583.375,395856.75,0.8309307299277159,133070.875,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,4,30
85,9216531726.0,62937838.25,271485.125,0.7205779404807169,106638.875,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,5,30
86,9216531726.0,71711464.625,314538.625,0.7241208235431232,120712.375,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,6,30
87,9216531726.0,65722840.75,259982.625,0.7076063581319441,109273.375,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,7,30
88,9216531726.0,75823502.375,308278.75,0.7094825029336063,127427.625,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,8,30
89,9216531726.0,70841643.5,308492.625,0.7275085273525279,118316.25,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,9,30
90,9065193548.0,79834169.0,366210.5,0.645240037564509,201522.5,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,0,30
91,9143123329.0,80095180.5,367385.5,0.6464350095147939,200001.25,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,1,30
92,9131270840.0,80312901.25,371766.25,0.6476422627553164,201890.25,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,2,30
93,9127055211.0,80315223.25,364136.75,0.6398531526192718,204244.0,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,3,30
94,9034504367.0,80472825.75,366790.0,0.6443891334548184,201131.0,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,4,30
95,9065466933.0,78968178.0,366623.25,0.6489676651921555,198230.75,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,5,30
96,8877983092.0,79521902.75,364636.0,0.642865139469098,200655.0,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,6,30
97,9051357883.0,80245132.25,370519.75,0.6483696472435916,202160.0,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,7,30
98,9115557518.0,80326331.0,367823.75,0.6472491268727858,202654.5,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,8,30
99,8886807690.0,79770526.25,363977.5,0.644471456471584,201362.5,./start.sh small_ruleset,0.5,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,9,30
100,9216531726.0,75026958.75,254707.375,0.6794844391031039,123614.125,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,0,30
101,9216531726.0,89138287.375,289831.125,0.6598190473263466,151004.75,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,1,30
102,9216531726.0,73275050.275,241300.625,0.6733319520716136,123118.1,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,2,30
103,9216531726.0,75953725.875,252913.25,0.6696588797636062,126797.125,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,3,30
104,9216531726.0,95144406.625,286467.5,0.6486147165073626,157919.375,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,4,30
105,9216531726.0,75307429.75,256129.5,0.6723712763049565,126999.75,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,5,30
106,9216531726.0,76679793.5,270225.225,0.6802161234056641,129183.425,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,6,30
107,9216531726.0,79359261.375,242410.875,0.6507536921199317,132748.625,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,7,30
108,9216531726.0,73460730.5,256817.375,0.6777563244235387,123376.625,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,8,30
109,9216531726.0,85595363.75,288874.75,0.6711924029434906,144121.875,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,9,30
110,8418484116.0,96418165.25,313160.25,0.5673951003417577,239793.25,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,0,30
111,8473173394.0,96771620.125,312796.125,0.561782469134583,243039.375,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,1,30
112,8797585461.0,95307008.0,315712.0,0.5638378808931053,240485.0,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,2,30
113,8547624142.0,95709109.5,310957.25,0.5605964592835638,243455.75,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,3,30
114,8990965829.0,95753797.5,315937.25,0.5696825417575944,239696.25,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,4,30
115,8771267688.0,96668076.0,314930.75,0.56512983348332,243354.25,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,5,30
116,8473713080.0,96141953.0,315417.5,0.5630100266094049,242067.5,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,6,30
117,8777702432.0,97096800.5,314251.75,0.5620855089617931,244703.0,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,7,30
118,8874253068.0,97366157.25,316281.25,0.5647997971386006,244125.0,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,8,30
119,8954291324.0,96912657.0,317206.0,0.5667072066660086,243355.0,./start.sh small_ruleset,0.6,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,9,30
120,9216531726.0,108192760.5,260604.875,0.5933410326581909,180498.5,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,0,30
121,9216531726.0,93619407.125,223306.625,0.590530178819821,158179.875,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,1,30
122,9216531726.0,94330035.125,263000.875,0.6276432373157721,159545.75,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,2,30
123,9216531726.0,104655523.0,258163.75,0.5986069189152842,173948.375,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,3,30
124,9216531726.0,87789968.125,241512.325,0.6213120244046112,148531.25,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,4,30
125,9216531726.0,101554757.5,258177.25,0.6072888731029004,170234.5,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,5,30
126,9216531726.0,108954787.5,259421.5,0.5914614544550866,181819.75,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,6,30
127,9216531726.0,100568124.75,262448.0,0.6094586992503334,168573.875,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,7,30
128,9216531726.0,83722538.5,220648.2,0.6133644915214838,140208.525,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,8,30
129,9216531726.0,97120798.75,263990.375,0.6222533818582955,162782.375,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/smallFlows.pcap,9,30
130,8554641678.0,112971065.25,266876.0,0.48838539250483354,282590.0,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,0,30
131,8329213914.0,112867113.0,264262.5,0.4840415788991666,283051.0,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,1,30
132,8384328466.0,112526473.5,265058.25,0.4825333989919999,284569.75,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,2,30
133,8539515143.0,113372217.0,267003.25,0.48434338258035786,283907.5,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,3,30
134,8243259901.0,114091458.75,268402.0,0.48666618919097787,283968.25,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,4,30
135,8380720937.0,113063497.0,259947.75,0.47584966535095247,284986.25,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,5,30
136,8450683260.0,112339084.5,264953.0,0.4843541842142907,284218.75,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,6,30
137,8354643214.0,112987967.0,264624.25,0.4822936007636527,284276.75,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,7,30
138,8388280231.0,112774621.75,266255.25,0.4840047536055371,284616.0,./start.sh small_ruleset,0.7,0,,tcpreplay -i data -tK --loop 1000 --preload-pcap /pcaps/bigFlows.pcap,8,30
